t,state,dog_x,dog_y,drone_z,wp_idx,wp_total,vel_x,ang_z,dist_to_wp
457.603,SUCCESS,4.522,4.703,19.001,6,6,0.000,0.000,0.000
457.703,SUCCESS,4.522,4.703,19.001,6,6,0.000,0.000,0.000
457.803,SUCCESS,4.522,4.704,19.001,6,6,0.000,0.000,0.000
457.903,SUCCESS,4.521,4.704,19.001,6,6,0.000,0.000,0.000
458.003,SUCCESS,4.521,4.705,19.001,6,6,0.000,0.000,0.000
458.103,SUCCESS,4.521,4.705,19.001,6,6,0.000,0.000,0.000
458.204,SUCCESS,4.521,4.705,19.001,6,6,0.000,0.000,0.000
458.303,SUCCESS,4.521,4.705,19.001,6,6,0.000,0.000,0.000
458.403,SUCCESS,4.520,4.705,19.001,6,6,0.000,0.000,0.000
458.503,SUCCESS,4.520,4.706,19.001,6,6,0.000,0.000,0.000
458.603,SUCCESS,4.520,4.706,19.001,6,6,0.000,0.000,0.000
458.703,SUCCESS,4.520,4.706,19.001,6,6,0.000,0.000,0.000
458.803,SUCCESS,4.520,4.706,19.001,6,6,0.000,0.000,0.000
458.903,SUCCESS,4.520,4.707,19.001,6,6,0.000,0.000,0.000
459.003,SUCCESS,4.519,4.708,19.001,6,6,0.000,0.000,0.000
459.103,SUCCESS,4.519,4.708,19.001,6,6,0.000,0.000,0.000
459.203,SUCCESS,4.518,4.708,19.001,6,6,0.000,0.000,0.000
459.303,SUCCESS,4.518,4.709,19.001,6,6,0.000,0.000,0.000
459.403,SUCCESS,4.517,4.709,19.001,6,6,0.000,0.000,0.000
459.503,SUCCESS,4.517,4.708,19.001,6,6,0.000,0.000,0.000
459.603,SUCCESS,4.517,4.708,19.001,6,6,0.000,0.000,0.000
459.704,SUCCESS,4.517,4.708,19.001,6,6,0.000,0.000,0.000
459.803,SUCCESS,4.517,4.708,19.001,6,6,0.000,0.000,0.000
459.903,SUCCESS,4.517,4.708,19.001,6,6,0.000,0.000,0.000
460.003,SUCCESS,4.517,4.708,19.001,6,6,0.000,0.000,0.000
460.104,SUCCESS,4.517,4.709,19.001,6,6,0.000,0.000,0.000
460.203,SUCCESS,4.516,4.708,19.001,6,6,0.000,0.000,0.000
460.303,SUCCESS,4.516,4.708,19.001,6,6,0.000,0.000,0.000
460.403,SUCCESS,4.516,4.708,19.001,6,6,0.000,0.000,0.000
460.503,SUCCESS,4.516,4.708,19.001,6,6,0.000,0.000,0.000
460.603,SUCCESS,4.516,4.708,19.001,6,6,0.000,0.000,0.000
460.703,SUCCESS,4.516,4.708,19.001,6,6,0.000,0.000,0.000
460.803,SUCCESS,4.515,4.709,19.001,6,6,0.000,0.000,0.000
460.903,SUCCESS,4.515,4.709,19.001,6,6,0.000,0.000,0.000
461.003,SUCCESS,4.515,4.710,19.001,6,6,0.000,0.000,0.000
461.103,SUCCESS,4.515,4.710,19.001,6,6,0.000,0.000,0.000
461.203,SUCCESS,4.514,4.711,19.001,6,6,0.000,0.000,0.000
461.303,SUCCESS,4.514,4.711,19.001,6,6,0.000,0.000,0.000
461.404,SUCCESS,4.514,4.711,19.001,6,6,0.000,0.000,0.000
461.503,SUCCESS,4.514,4.711,19.001,6,6,0.000,0.000,0.000
461.603,SUCCESS,4.514,4.711,19.001,6,6,0.000,0.000,0.000
461.703,SUCCESS,4.514,4.711,19.001,6,6,0.000,0.000,0.000
461.803,SUCCESS,4.514,4.711,19.001,6,6,0.000,0.000,0.000
461.903,SUCCESS,4.514,4.711,19.001,6,6,0.000,0.000,0.000
462.003,SUCCESS,4.514,4.712,19.001,6,6,0.000,0.000,0.000
462.103,SUCCESS,4.514,4.712,19.001,6,6,0.000,0.000,0.000
462.203,SUCCESS,4.514,4.712,19.001,6,6,0.000,0.000,0.000
462.303,SUCCESS,4.513,4.712,19.001,6,6,0.000,0.000,0.000
462.403,SUCCESS,4.513,4.712,19.001,6,6,0.000,0.000,0.000
462.503,SUCCESS,4.513,4.712,19.001,6,6,0.000,0.000,0.000
462.603,SUCCESS,4.513,4.712,19.001,6,6,0.000,0.000,0.000
462.703,SUCCESS,4.513,4.712,19.001,6,6,0.000,0.000,0.000
462.803,SUCCESS,4.513,4.712,19.001,6,6,0.000,0.000,0.000
462.903,SUCCESS,4.513,4.711,19.001,6,6,0.000,0.000,0.000
463.003,SUCCESS,4.513,4.711,19.001,6,6,0.000,0.000,0.000
463.103,SUCCESS,4.513,4.711,19.001,6,6,0.000,0.000,0.000
463.203,SUCCESS,4.513,4.711,19.001,6,6,0.000,0.000,0.000
463.303,SUCCESS,4.513,4.711,19.001,6,6,0.000,0.000,0.000
463.403,SUCCESS,4.513,4.711,19.001,6,6,0.000,0.000,0.000
463.503,SUCCESS,4.513,4.711,19.001,6,6,0.000,0.000,0.000
463.603,SUCCESS,4.513,4.711,19.001,6,6,0.000,0.000,0.000
463.703,SUCCESS,4.512,4.711,19.001,6,6,0.000,0.000,0.000
463.803,SUCCESS,4.512,4.712,19.001,6,6,0.000,0.000,0.000
463.903,SUCCESS,4.512,4.712,19.001,6,6,0.000,0.000,0.000
464.003,SUCCESS,4.512,4.712,19.001,6,6,0.000,0.000,0.000
464.103,SUCCESS,4.511,4.713,19.001,6,6,0.000,0.000,0.000
464.203,SUCCESS,4.511,4.713,19.001,6,6,0.000,0.000,0.000
464.303,SUCCESS,4.511,4.713,19.001,6,6,0.000,0.000,0.000
464.403,SUCCESS,4.511,4.713,19.001,6,6,0.000,0.000,0.000
464.503,SUCCESS,4.511,4.713,19.001,6,6,0.000,0.000,0.000
464.603,SUCCESS,4.511,4.713,19.001,6,6,0.000,0.000,0.000
464.703,SUCCESS,4.511,4.713,19.001,6,6,0.000,0.000,0.000
464.803,SUCCESS,4.511,4.713,19.001,6,6,0.000,0.000,0.000
464.903,SUCCESS,4.510,4.714,19.001,6,6,0.000,0.000,0.000
465.003,SUCCESS,4.510,4.714,19.001,6,6,0.000,0.000,0.000
465.103,SUCCESS,4.510,4.714,19.001,6,6,0.000,0.000,0.000
465.203,SUCCESS,4.510,4.714,19.001,6,6,0.000,0.000,0.000
465.303,SUCCESS,4.509,4.715,19.001,6,6,0.000,0.000,0.000
465.403,SUCCESS,4.509,4.715,19.001,6,6,0.000,0.000,0.000
465.503,SUCCESS,4.509,4.715,19.001,6,6,0.000,0.000,0.000
465.603,SUCCESS,4.509,4.715,19.001,6,6,0.000,0.000,0.000
465.703,SUCCESS,4.509,4.715,19.001,6,6,0.000,0.000,0.000
465.803,SUCCESS,4.509,4.715,19.001,6,6,0.000,0.000,0.000
465.903,SUCCESS,4.508,4.716,19.001,6,6,0.000,0.000,0.000
466.003,SUCCESS,4.508,4.716,19.001,6,6,0.000,0.000,0.000
466.103,SUCCESS,4.508,4.716,19.001,6,6,0.000,0.000,0.000
466.203,SUCCESS,4.508,4.716,19.001,6,6,0.000,0.000,0.000
466.303,SUCCESS,4.508,4.717,19.001,6,6,0.000,0.000,0.000
466.403,SUCCESS,4.507,4.717,19.001,6,6,0.000,0.000,0.000
466.503,SUCCESS,4.507,4.716,19.001,6,6,0.000,0.000,0.000
466.603,SUCCESS,4.507,4.716,19.001,6,6,0.000,0.000,0.000
466.703,SUCCESS,4.507,4.716,19.001,6,6,0.000,0.000,0.000
466.803,SUCCESS,4.507,4.716,19.001,6,6,0.000,0.000,0.000
466.903,SUCCESS,4.507,4.716,19.001,6,6,0.000,0.000,0.000
467.003,SUCCESS,4.507,4.716,19.001,6,6,0.000,0.000,0.000
467.103,SUCCESS,4.507,4.716,19.001,6,6,0.000,0.000,0.000
467.203,SUCCESS,4.507,4.716,19.001,6,6,0.000,0.000,0.000
467.303,SUCCESS,4.507,4.717,19.001,6,6,0.000,0.000,0.000
467.403,SUCCESS,4.507,4.717,19.001,6,6,0.000,0.000,0.000
467.503,SUCCESS,4.506,4.717,19.001,6,6,0.000,0.000,0.000
467.603,SUCCESS,4.506,4.717,19.001,6,6,0.000,0.000,0.000
467.703,SUCCESS,4.506,4.717,19.001,6,6,0.000,0.000,0.000
467.803,SUCCESS,4.506,4.717,19.001,6,6,0.000,0.000,0.000
467.903,SUCCESS,4.506,4.717,19.001,6,6,0.000,0.000,0.000
468.003,SUCCESS,4.506,4.717,19.001,6,6,0.000,0.000,0.000
468.103,SUCCESS,4.506,4.716,19.001,6,6,0.000,0.000,0.000
468.203,SUCCESS,4.506,4.715,19.001,6,6,0.000,0.000,0.000
468.303,SUCCESS,4.506,4.715,19.001,6,6,0.000,0.000,0.000
468.403,SUCCESS,4.507,4.715,19.001,6,6,0.000,0.000,0.000
468.503,SUCCESS,4.507,4.715,19.001,6,6,0.000,0.000,0.000
468.603,SUCCESS,4.507,4.715,19.001,6,6,0.000,0.000,0.000
468.703,SUCCESS,4.506,4.715,19.001,6,6,0.000,0.000,0.000
468.803,SUCCESS,4.506,4.715,19.001,6,6,0.000,0.000,0.000
468.903,SUCCESS,4.506,4.715,19.001,6,6,0.000,0.000,0.000
469.003,SUCCESS,4.506,4.715,19.001,6,6,0.000,0.000,0.000
469.104,SUCCESS,4.506,4.715,19.001,6,6,0.000,0.000,0.000
469.203,SUCCESS,4.506,4.716,19.001,6,6,0.000,0.000,0.000
469.303,SUCCESS,4.506,4.716,19.001,6,6,0.000,0.000,0.000
469.403,SUCCESS,4.506,4.716,19.001,6,6,0.000,0.000,0.000
469.503,SUCCESS,4.505,4.716,19.001,6,6,0.000,0.000,0.000
469.603,SUCCESS,4.505,4.716,19.001,6,6,0.000,0.000,0.000
469.703,SUCCESS,4.505,4.716,19.001,6,6,0.000,0.000,0.000
469.803,SUCCESS,4.505,4.716,19.001,6,6,0.000,0.000,0.000
469.903,SUCCESS,4.505,4.716,19.001,6,6,0.000,0.000,0.000
470.003,SUCCESS,4.505,4.717,19.001,6,6,0.000,0.000,0.000
470.103,SUCCESS,4.505,4.717,19.001,6,6,0.000,0.000,0.000
470.203,SUCCESS,4.505,4.717,19.001,6,6,0.000,0.000,0.000
470.303,SUCCESS,4.504,4.717,19.001,6,6,0.000,0.000,0.000
470.403,SUCCESS,4.504,4.718,19.001,6,6,0.000,0.000,0.000
470.503,SUCCESS,4.504,4.718,19.001,6,6,0.000,0.000,0.000
470.603,SUCCESS,4.504,4.718,19.001,6,6,0.000,0.000,0.000
470.703,SUCCESS,4.504,4.718,19.001,6,6,0.000,0.000,0.000
470.803,SUCCESS,4.504,4.718,19.001,6,6,0.000,0.000,0.000
470.903,SUCCESS,4.503,4.718,19.001,6,6,0.000,0.000,0.000
471.003,SUCCESS,4.503,4.719,19.001,6,6,0.000,0.000,0.000
471.103,SUCCESS,4.503,4.719,19.001,6,6,0.000,0.000,0.000
471.203,SUCCESS,4.503,4.720,19.001,6,6,0.000,0.000,0.000
471.303,SUCCESS,4.503,4.720,19.001,6,6,0.000,0.000,0.000
471.403,SUCCESS,4.503,4.720,19.001,6,6,0.000,0.000,0.000
471.503,SUCCESS,4.502,4.721,19.001,6,6,0.000,0.000,0.000
471.603,SUCCESS,4.502,4.721,19.001,6,6,0.000,0.000,0.000
471.703,SUCCESS,4.502,4.721,19.001,6,6,0.000,0.000,0.000
471.803,SUCCESS,4.502,4.722,19.001,6,6,0.000,0.000,0.000
471.903,SUCCESS,4.502,4.722,19.001,6,6,0.000,0.000,0.000
472.003,SUCCESS,4.502,4.722,19.001,6,6,0.000,0.000,0.000
472.103,SUCCESS,4.502,4.723,19.001,6,6,0.000,0.000,0.000
472.203,SUCCESS,4.502,4.723,19.001,6,6,0.000,0.000,0.000
472.303,SUCCESS,4.502,4.723,19.001,6,6,0.000,0.000,0.000
472.403,SUCCESS,4.501,4.723,19.001,6,6,0.000,0.000,0.000
472.503,SUCCESS,4.501,4.723,19.001,6,6,0.000,0.000,0.000
472.603,SUCCESS,4.501,4.723,19.001,6,6,0.000,0.000,0.000
472.703,SUCCESS,4.501,4.722,19.001,6,6,0.000,0.000,0.000
472.803,SUCCESS,4.501,4.722,19.001,6,6,0.000,0.000,0.000
472.903,SUCCESS,4.501,4.722,19.001,6,6,0.000,0.000,0.000
473.003,SUCCESS,4.501,4.722,19.001,6,6,0.000,0.000,0.000
473.103,SUCCESS,4.501,4.721,19.001,6,6,0.000,0.000,0.000
473.203,SUCCESS,4.501,4.721,19.001,6,6,0.000,0.000,0.000
473.304,SUCCESS,4.502,4.721,19.001,6,6,0.000,0.000,0.000
473.403,SUCCESS,4.502,4.720,19.001,6,6,0.000,0.000,0.000
473.503,SUCCESS,4.502,4.720,19.001,6,6,0.000,0.000,0.000
473.603,SUCCESS,4.502,4.719,19.001,6,6,0.000,0.000,0.000
473.703,SUCCESS,4.502,4.719,19.001,6,6,0.000,0.000,0.000
473.803,SUCCESS,4.503,4.719,19.001,6,6,0.000,0.000,0.000
473.903,SUCCESS,4.503,4.718,19.001,6,6,0.000,0.000,0.000
474.003,SUCCESS,4.503,4.718,19.001,6,6,0.000,0.000,0.000
474.103,SUCCESS,4.503,4.718,19.001,6,6,0.000,0.000,0.000
474.203,SUCCESS,4.504,4.718,19.001,6,6,0.000,0.000,0.000
474.303,SUCCESS,4.504,4.718,19.001,6,6,0.000,0.000,0.000
474.403,SUCCESS,4.503,4.718,19.001,6,6,0.000,0.000,0.000
474.503,SUCCESS,4.503,4.718,19.001,6,6,0.000,0.000,0.000
474.603,SUCCESS,4.503,4.718,19.001,6,6,0.000,0.000,0.000
474.703,SUCCESS,4.503,4.718,19.001,6,6,0.000,0.000,0.000
474.803,SUCCESS,4.503,4.718,19.001,6,6,0.000,0.000,0.000
474.903,SUCCESS,4.503,4.718,19.001,6,6,0.000,0.000,0.000
475.003,SUCCESS,4.503,4.718,19.001,6,6,0.000,0.000,0.000
475.103,SUCCESS,4.503,4.718,19.001,6,6,0.000,0.000,0.000
475.203,SUCCESS,4.503,4.718,19.001,6,6,0.000,0.000,0.000
475.303,SUCCESS,4.502,4.719,19.001,6,6,0.000,0.000,0.000
475.403,SUCCESS,4.502,4.720,19.001,6,6,0.000,0.000,0.000
475.503,SUCCESS,4.502,4.720,19.001,6,6,0.000,0.000,0.000
475.603,SUCCESS,4.502,4.720,19.001,6,6,0.000,0.000,0.000
475.703,SUCCESS,4.501,4.720,19.001,6,6,0.000,0.000,0.000
475.803,SUCCESS,4.501,4.720,19.001,6,6,0.000,0.000,0.000
475.903,SUCCESS,4.501,4.720,19.001,6,6,0.000,0.000,0.000
476.003,SUCCESS,4.501,4.720,19.001,6,6,0.000,0.000,0.000
476.103,SUCCESS,4.501,4.719,19.001,6,6,0.000,0.000,0.000
476.203,SUCCESS,4.501,4.719,19.001,6,6,0.000,0.000,0.000
476.303,SUCCESS,4.501,4.719,19.001,6,6,0.000,0.000,0.000
476.403,SUCCESS,4.501,4.720,19.001,6,6,0.000,0.000,0.000
476.505,SUCCESS,4.501,4.720,19.001,6,6,0.000,0.000,0.000
476.603,SUCCESS,4.501,4.720,19.001,6,6,0.000,0.000,0.000
476.703,SUCCESS,4.501,4.720,19.001,6,6,0.000,0.000,0.000
476.803,SUCCESS,4.501,4.719,19.001,6,6,0.000,0.000,0.000
476.904,SUCCESS,4.501,4.719,19.001,6,6,0.000,0.000,0.000
477.003,SUCCESS,4.501,4.719,19.001,6,6,0.000,0.000,0.000
477.103,SUCCESS,4.502,4.719,19.001,6,6,0.000,0.000,0.000
477.203,SUCCESS,4.502,4.719,19.001,6,6,0.000,0.000,0.000
477.303,SUCCESS,4.502,4.718,19.001,6,6,0.000,0.000,0.000
477.403,SUCCESS,4.502,4.718,19.001,6,6,0.000,0.000,0.000
477.503,SUCCESS,4.503,4.717,19.001,6,6,0.000,0.000,0.000
477.603,SUCCESS,4.503,4.716,19.001,6,6,0.000,0.000,0.000
477.703,SUCCESS,4.503,4.716,19.001,6,6,0.000,0.000,0.000
477.803,SUCCESS,4.503,4.716,19.001,6,6,0.000,0.000,0.000
477.904,SUCCESS,4.504,4.716,19.001,6,6,0.000,0.000,0.000
478.003,SUCCESS,4.504,4.715,19.001,6,6,0.000,0.000,0.000
478.103,SUCCESS,4.504,4.715,19.001,6,6,0.000,0.000,0.000
478.203,SUCCESS,4.505,4.714,19.001,6,6,0.000,0.000,0.000
478.303,SUCCESS,4.505,4.714,19.001,6,6,0.000,0.000,0.000
478.403,SUCCESS,4.505,4.714,19.001,6,6,0.000,0.000,0.000
478.503,SUCCESS,4.505,4.714,19.001,6,6,0.000,0.000,0.000
478.603,SUCCESS,4.505,4.714,19.001,6,6,0.000,0.000,0.000
478.703,SUCCESS,4.505,4.715,19.001,6,6,0.000,0.000,0.000
478.803,SUCCESS,4.504,4.715,19.001,6,6,0.000,0.000,0.000
478.903,SUCCESS,4.504,4.716,19.001,6,6,0.000,0.000,0.000
479.003,SUCCESS,4.504,4.716,19.001,6,6,0.000,0.000,0.000
479.103,SUCCESS,4.504,4.716,19.001,6,6,0.000,0.000,0.000
479.203,SUCCESS,4.504,4.716,19.001,6,6,0.000,0.000,0.000
479.303,SUCCESS,4.504,4.716,19.001,6,6,0.000,0.000,0.000
479.403,SUCCESS,4.504,4.716,19.001,6,6,0.000,0.000,0.000
479.503,SUCCESS,4.504,4.716,19.001,6,6,0.000,0.000,0.000
479.603,SUCCESS,4.504,4.716,19.001,6,6,0.000,0.000,0.000
479.703,SUCCESS,4.504,4.717,19.001,6,6,0.000,0.000,0.000
479.803,SUCCESS,4.504,4.717,19.001,6,6,0.000,0.000,0.000
479.903,SUCCESS,4.504,4.717,19.001,6,6,0.000,0.000,0.000
480.003,SUCCESS,4.504,4.717,19.001,6,6,0.000,0.000,0.000
480.103,SUCCESS,4.504,4.717,19.001,6,6,0.000,0.000,0.000
480.203,SUCCESS,4.504,4.717,19.001,6,6,0.000,0.000,0.000
480.304,SUCCESS,4.504,4.717,19.001,6,6,0.000,0.000,0.000
480.403,SUCCESS,4.504,4.717,19.001,6,6,0.000,0.000,0.000
480.503,SUCCESS,4.505,4.717,19.001,6,6,0.000,0.000,0.000
480.603,SUCCESS,4.504,4.717,19.001,6,6,0.000,0.000,0.000
480.703,SUCCESS,4.504,4.717,19.001,6,6,0.000,0.000,0.000
480.803,SUCCESS,4.504,4.717,19.001,6,6,0.000,0.000,0.000
480.903,SUCCESS,4.504,4.718,19.001,6,6,0.000,0.000,0.000
481.003,SUCCESS,4.504,4.718,19.001,6,6,0.000,0.000,0.000
481.103,SUCCESS,4.504,4.719,19.001,6,6,0.000,0.000,0.000
481.203,SUCCESS,4.503,4.719,19.001,6,6,0.000,0.000,0.000
481.303,SUCCESS,4.503,4.719,19.001,6,6,0.000,0.000,0.000
481.404,SUCCESS,4.504,4.719,19.001,6,6,0.000,0.000,0.000
481.503,SUCCESS,4.504,4.718,19.001,6,6,0.000,0.000,0.000
481.603,SUCCESS,4.505,4.717,19.001,6,6,0.000,0.000,0.000
481.703,SUCCESS,4.505,4.717,19.001,6,6,0.000,0.000,0.000
481.803,SUCCESS,4.505,4.717,19.001,6,6,0.000,0.000,0.000
481.903,SUCCESS,4.505,4.717,19.001,6,6,0.000,0.000,0.000
482.003,SUCCESS,4.505,4.717,19.001,6,6,0.000,0.000,0.000
482.103,SUCCESS,4.505,4.717,19.001,6,6,0.000,0.000,0.000
482.203,SUCCESS,4.505,4.717,19.001,6,6,0.000,0.000,0.000
482.303,SUCCESS,4.505,4.717,19.001,6,6,0.000,0.000,0.000
482.403,SUCCESS,4.505,4.717,19.001,6,6,0.000,0.000,0.000
482.503,SUCCESS,4.505,4.717,19.001,6,6,0.000,0.000,0.000
482.603,SUCCESS,4.505,4.717,19.001,6,6,0.000,0.000,0.000
482.705,SUCCESS,4.505,4.717,19.001,6,6,0.000,0.000,0.000
482.803,SUCCESS,4.505,4.717,19.001,6,6,0.000,0.000,0.000
482.903,SUCCESS,4.505,4.717,19.001,6,6,0.000,0.000,0.000
483.003,SUCCESS,4.505,4.717,19.001,6,6,0.000,0.000,0.000
483.103,SUCCESS,4.505,4.717,19.001,6,6,0.000,0.000,0.000
483.203,SUCCESS,4.505,4.717,19.001,6,6,0.000,0.000,0.000
483.303,SUCCESS,4.505,4.717,19.001,6,6,0.000,0.000,0.000
483.403,SUCCESS,4.504,4.717,19.001,6,6,0.000,0.000,0.000
483.503,SUCCESS,4.504,4.717,19.001,6,6,0.000,0.000,0.000
483.603,SUCCESS,4.504,4.717,19.001,6,6,0.000,0.000,0.000
483.703,SUCCESS,4.504,4.716,19.001,6,6,0.000,0.000,0.000
483.803,SUCCESS,4.504,4.716,19.001,6,6,0.000,0.000,0.000
483.903,SUCCESS,4.505,4.716,19.001,6,6,0.000,0.000,0.000
484.003,SUCCESS,4.505,4.716,19.001,6,6,0.000,0.000,0.000
484.103,SUCCESS,4.505,4.715,19.001,6,6,0.000,0.000,0.000
484.203,SUCCESS,4.505,4.716,19.001,6,6,0.000,0.000,0.000
484.303,SUCCESS,4.505,4.716,19.001,6,6,0.000,0.000,0.000
484.403,SUCCESS,4.505,4.716,19.001,6,6,0.000,0.000,0.000
484.503,SUCCESS,4.505,4.716,19.001,6,6,0.000,0.000,0.000
484.603,SUCCESS,4.505,4.716,19.001,6,6,0.000,0.000,0.000
484.703,SUCCESS,4.505,4.716,19.001,6,6,0.000,0.000,0.000
484.803,SUCCESS,4.505,4.716,19.001,6,6,0.000,0.000,0.000
484.903,SUCCESS,4.505,4.716,19.001,6,6,0.000,0.000,0.000
485.003,SUCCESS,4.505,4.716,19.001,6,6,0.000,0.000,0.000
485.103,SUCCESS,4.505,4.716,19.001,6,6,0.000,0.000,0.000
485.203,SUCCESS,4.505,4.716,19.001,6,6,0.000,0.000,0.000
485.303,SUCCESS,4.505,4.716,19.001,6,6,0.000,0.000,0.000
485.403,SUCCESS,4.505,4.716,19.001,6,6,0.000,0.000,0.000
485.503,SUCCESS,4.505,4.716,19.001,6,6,0.000,0.000,0.000
485.603,SUCCESS,4.504,4.716,19.001,6,6,0.000,0.000,0.000
485.703,SUCCESS,4.504,4.716,19.001,6,6,0.000,0.000,0.000
485.803,SUCCESS,4.504,4.716,19.001,6,6,0.000,0.000,0.000
485.903,SUCCESS,4.504,4.716,19.001,6,6,0.000,0.000,0.000
486.003,SUCCESS,4.504,4.716,19.001,6,6,0.000,0.000,0.000
486.103,SUCCESS,4.504,4.716,19.001,6,6,0.000,0.000,0.000
486.203,SUCCESS,4.504,4.717,19.001,6,6,0.000,0.000,0.000
486.303,SUCCESS,4.504,4.717,19.001,6,6,0.000,0.000,0.000
486.403,SUCCESS,4.504,4.717,19.001,6,6,0.000,0.000,0.000
486.503,SUCCESS,4.503,4.717,19.001,6,6,0.000,0.000,0.000
486.603,SUCCESS,4.503,4.716,19.001,6,6,0.000,0.000,0.000
486.703,SUCCESS,4.503,4.716,19.001,6,6,0.000,0.000,0.000
486.803,SUCCESS,4.503,4.716,19.001,6,6,0.000,0.000,0.000
486.903,SUCCESS,4.503,4.716,19.001,6,6,0.000,0.000,0.000
487.003,SUCCESS,4.503,4.716,19.001,6,6,0.000,0.000,0.000
487.103,SUCCESS,4.503,4.716,19.001,6,6,0.000,0.000,0.000
487.203,SUCCESS,4.503,4.717,19.001,6,6,0.000,0.000,0.000
487.304,SUCCESS,4.503,4.717,19.001,6,6,0.000,0.000,0.000
487.403,SUCCESS,4.503,4.717,19.001,6,6,0.000,0.000,0.000
487.503,SUCCESS,4.503,4.717,19.001,6,6,0.000,0.000,0.000
487.603,SUCCESS,4.503,4.717,19.001,6,6,0.000,0.000,0.000
487.703,SUCCESS,4.504,4.716,19.001,6,6,0.000,0.000,0.000
487.803,SUCCESS,4.504,4.716,19.001,6,6,0.000,0.000,0.000
487.903,SUCCESS,4.504,4.716,19.001,6,6,0.000,0.000,0.000
488.003,SUCCESS,4.504,4.715,19.001,6,6,0.000,0.000,0.000
488.103,SUCCESS,4.505,4.715,19.001,6,6,0.000,0.000,0.000
488.203,SUCCESS,4.505,4.715,19.001,6,6,0.000,0.000,0.000
488.303,SUCCESS,4.505,4.715,19.001,6,6,0.000,0.000,0.000
488.403,SUCCESS,4.505,4.715,19.001,6,6,0.000,0.000,0.000
488.503,SUCCESS,4.505,4.715,19.001,6,6,0.000,0.000,0.000
488.603,SUCCESS,4.505,4.715,19.001,6,6,0.000,0.000,0.000
488.703,SUCCESS,4.505,4.715,19.001,6,6,0.000,0.000,0.000
488.803,SUCCESS,4.505,4.715,19.001,6,6,0.000,0.000,0.000
488.903,SUCCESS,4.505,4.715,19.001,6,6,0.000,0.000,0.000
489.003,SUCCESS,4.505,4.714,19.001,6,6,0.000,0.000,0.000
489.103,SUCCESS,4.506,4.714,19.001,6,6,0.000,0.000,0.000
489.203,SUCCESS,4.506,4.714,19.001,6,6,0.000,0.000,0.000
489.303,SUCCESS,4.506,4.714,19.001,6,6,0.000,0.000,0.000
489.403,SUCCESS,4.506,4.714,19.001,6,6,0.000,0.000,0.000
489.503,SUCCESS,4.506,4.714,19.001,6,6,0.000,0.000,0.000
489.603,SUCCESS,4.506,4.714,19.001,6,6,0.000,0.000,0.000
489.703,SUCCESS,4.506,4.714,19.001,6,6,0.000,0.000,0.000
489.803,SUCCESS,4.506,4.715,19.001,6,6,0.000,0.000,0.000
489.903,SUCCESS,4.506,4.715,19.001,6,6,0.000,0.000,0.000
490.003,SUCCESS,4.506,4.715,19.001,6,6,0.000,0.000,0.000
490.103,SUCCESS,4.505,4.715,19.001,6,6,0.000,0.000,0.000
490.203,SUCCESS,4.505,4.715,19.001,6,6,0.000,0.000,0.000
490.303,SUCCESS,4.505,4.716,19.001,6,6,0.000,0.000,0.000
490.403,SUCCESS,4.505,4.716,19.001,6,6,0.000,0.000,0.000
490.503,SUCCESS,4.505,4.716,19.001,6,6,0.000,0.000,0.000
490.603,SUCCESS,4.504,4.716,19.001,6,6,0.000,0.000,0.000
490.703,SUCCESS,4.504,4.717,19.001,6,6,0.000,0.000,0.000
490.803,SUCCESS,4.504,4.717,19.001,6,6,0.000,0.000,0.000
490.903,SUCCESS,4.504,4.718,19.001,6,6,0.000,0.000,0.000
491.003,SUCCESS,4.504,4.718,19.001,6,6,0.000,0.000,0.000
491.103,SUCCESS,4.503,4.718,19.001,6,6,0.000,0.000,0.000
491.203,SUCCESS,4.503,4.718,19.001,6,6,0.000,0.000,0.000
491.303,SUCCESS,4.503,4.718,19.001,6,6,0.000,0.000,0.000
491.403,SUCCESS,4.503,4.718,19.001,6,6,0.000,0.000,0.000
491.503,SUCCESS,4.503,4.719,19.001,6,6,0.000,0.000,0.000
491.603,SUCCESS,4.503,4.719,19.001,6,6,0.000,0.000,0.000
491.703,SUCCESS,4.502,4.719,19.001,6,6,0.000,0.000,0.000
491.803,SUCCESS,4.502,4.720,19.001,6,6,0.000,0.000,0.000
491.903,SUCCESS,4.502,4.720,19.001,6,6,0.000,0.000,0.000
492.003,SUCCESS,4.502,4.719,19.001,6,6,0.000,0.000,0.000
492.103,SUCCESS,4.502,4.719,19.001,6,6,0.000,0.000,0.000
492.203,SUCCESS,4.503,4.719,19.001,6,6,0.000,0.000,0.000
492.303,SUCCESS,4.503,4.719,19.001,6,6,0.000,0.000,0.000
492.403,SUCCESS,4.503,4.719,19.001,6,6,0.000,0.000,0.000
492.503,SUCCESS,4.503,4.718,19.001,6,6,0.000,0.000,0.000
492.603,SUCCESS,4.504,4.718,19.001,6,6,0.000,0.000,0.000
492.703,SUCCESS,4.504,4.718,19.001,6,6,0.000,0.000,0.000
492.803,SUCCESS,4.504,4.718,19.001,6,6,0.000,0.000,0.000
492.903,SUCCESS,4.504,4.718,19.001,6,6,0.000,0.000,0.000
493.003,SUCCESS,4.504,4.718,19.001,6,6,0.000,0.000,0.000
493.104,SUCCESS,4.504,4.718,19.001,6,6,0.000,0.000,0.000
493.203,SUCCESS,4.504,4.719,19.001,6,6,0.000,0.000,0.000
