t,state,dog_x,dog_y,drone_z,wp_idx,wp_total,vel_x,ang_z,dist_to_wp
51.003,GUIDING_DOG,-4.973,-5.192,19.207,1,6,0.500,-0.155,4.199
51.103,GUIDING_DOG,-4.975,-5.177,19.206,1,6,0.500,-0.149,4.192
51.203,GUIDING_DOG,-4.976,-5.168,19.205,1,6,0.500,-0.139,4.177
51.303,GUIDING_DOG,-4.980,-5.150,19.204,1,6,0.500,-0.135,4.168
51.403,GUIDING_DOG,-4.982,-5.140,19.204,1,6,0.500,-0.130,4.150
51.503,GUIDING_DOG,-4.985,-5.122,19.202,1,6,0.500,-0.129,4.140
51.603,GUIDING_DOG,-4.988,-5.104,19.201,1,6,0.500,-0.124,4.122
51.703,GUIDING_DOG,-4.989,-5.095,19.201,1,6,0.500,-0.115,4.104
51.803,GUIDING_DOG,-4.992,-5.075,19.200,1,6,0.500,-0.111,4.095
51.904,GUIDING_DOG,-4.993,-5.053,19.199,1,6,0.500,-0.104,4.075
52.003,GUIDING_DOG,-4.994,-5.043,19.198,1,6,0.500,-0.098,4.053
52.103,GUIDING_DOG,-4.995,-5.023,19.197,1,6,0.500,-0.095,4.043
52.203,GUIDING_DOG,-4.996,-5.004,19.196,1,6,0.500,-0.089,4.023
52.303,GUIDING_DOG,-4.998,-4.994,19.195,1,6,0.500,-0.088,4.004
52.403,GUIDING_DOG,-5.001,-4.974,19.194,1,6,0.500,-0.087,3.994
52.503,GUIDING_DOG,-5.002,-4.964,19.194,1,6,0.500,-0.083,3.974
52.603,GUIDING_DOG,-5.006,-4.944,19.193,1,6,0.500,-0.081,3.964
52.706,GUIDING_DOG,-5.009,-4.926,19.191,1,6,0.500,-0.076,3.944
52.803,GUIDING_DOG,-5.010,-4.916,19.191,1,6,0.500,-0.067,3.926
52.903,GUIDING_DOG,-5.011,-4.898,19.190,1,6,0.500,-0.062,3.916
53.003,GUIDING_DOG,-5.013,-4.880,19.189,1,6,0.500,-0.051,3.898
53.103,GUIDING_DOG,-5.013,-4.872,19.188,1,6,0.500,-0.043,3.880
53.203,GUIDING_DOG,-5.015,-4.854,19.187,1,6,0.500,-0.040,3.872
53.303,GUIDING_DOG,-5.015,-4.846,19.187,1,6,0.500,-0.030,3.854
53.403,GUIDING_DOG,-5.015,-4.829,19.186,1,6,0.500,-0.022,3.846
53.503,GUIDING_DOG,-5.014,-4.820,19.185,1,6,0.500,-0.006,3.829
53.603,GUIDING_DOG,-5.012,-4.803,19.184,1,6,0.500,0.001,3.820
53.703,GUIDING_DOG,-5.013,-4.786,19.183,1,6,0.500,0.008,3.803
53.805,GUIDING_DOG,-5.014,-4.777,19.183,1,6,0.500,0.017,3.786
53.903,GUIDING_DOG,-5.016,-4.758,19.182,1,6,0.500,0.019,3.778
54.003,GUIDING_DOG,-5.017,-4.748,19.181,1,6,0.500,0.018,3.758
54.103,GUIDING_DOG,-5.019,-4.729,19.180,1,6,0.500,0.017,3.748
54.203,GUIDING_DOG,-5.019,-4.708,19.179,1,6,0.500,0.016,3.729
54.303,GUIDING_DOG,-5.019,-4.697,19.179,1,6,0.500,0.014,3.708
54.403,GUIDING_DOG,-5.019,-4.675,19.178,1,6,0.500,0.011,3.697
54.506,GUIDING_DOG,-5.019,-4.665,19.177,1,6,0.500,0.005,3.675
54.604,GUIDING_DOG,-5.019,-4.646,19.176,1,6,0.500,0.001,3.665
54.703,GUIDING_DOG,-5.019,-4.636,19.176,1,6,0.500,-0.007,3.646
54.803,GUIDING_DOG,-5.021,-4.616,19.175,1,6,0.500,-0.011,3.636
54.903,GUIDING_DOG,-5.023,-4.595,19.174,1,6,0.500,-0.019,3.616
55.003,GUIDING_DOG,-5.024,-4.585,19.173,1,6,0.500,-0.024,3.595
55.103,GUIDING_DOG,-5.024,-4.567,19.172,1,6,0.500,-0.026,3.585
55.203,GUIDING_DOG,-5.025,-4.558,19.172,1,6,0.500,-0.028,3.567
55.303,GUIDING_DOG,-5.024,-4.539,19.171,1,6,0.500,-0.028,3.558
55.403,GUIDING_DOG,-5.023,-4.520,19.170,1,6,0.500,-0.026,3.539
55.503,GUIDING_DOG,-5.023,-4.511,19.169,1,6,0.500,-0.024,3.521
55.603,GUIDING_DOG,-5.021,-4.494,19.168,1,6,0.500,-0.022,3.511
55.703,GUIDING_DOG,-5.021,-4.485,19.168,1,6,0.500,-0.019,3.494
55.803,GUIDING_DOG,-5.020,-4.467,19.167,1,6,0.500,-0.019,3.485
55.903,GUIDING_DOG,-5.020,-4.447,19.166,1,6,0.500,-0.021,3.467
56.003,GUIDING_DOG,-5.020,-4.438,19.166,1,6,0.500,-0.027,3.448
56.103,GUIDING_DOG,-5.020,-4.420,19.165,1,6,0.500,-0.027,3.438
56.204,GUIDING_DOG,-5.020,-4.402,19.164,1,6,0.500,-0.022,3.420
56.303,GUIDING_DOG,-5.020,-4.393,19.163,1,6,0.500,-0.016,3.402
56.403,GUIDING_DOG,-5.020,-4.374,19.162,1,6,0.500,-0.013,3.393
56.503,GUIDING_DOG,-5.019,-4.355,19.162,1,6,0.500,-0.009,3.374
56.603,GUIDING_DOG,-5.019,-4.346,19.161,1,6,0.500,-0.005,3.355
56.703,GUIDING_DOG,-5.016,-4.328,19.160,1,6,0.500,-0.003,3.346
56.803,GUIDING_DOG,-5.013,-4.310,19.159,1,6,0.500,0.000,3.328
56.903,GUIDING_DOG,-5.012,-4.301,19.159,1,6,0.500,0.001,3.310
57.003,GUIDING_DOG,-5.008,-4.285,19.158,1,6,0.500,0.001,3.301
57.103,GUIDING_DOG,-5.004,-4.270,19.157,1,6,0.500,-0.004,3.285
57.206,GUIDING_DOG,-5.003,-4.262,19.157,1,6,0.500,-0.010,3.270
57.303,GUIDING_DOG,-5.002,-4.248,19.156,1,6,0.500,-0.012,3.262
57.403,GUIDING_DOG,-5.001,-4.241,19.155,1,6,0.500,-0.016,3.248
57.503,GUIDING_DOG,-5.001,-4.226,19.155,1,6,0.500,-0.017,3.241
57.607,GUIDING_DOG,-5.001,-4.211,19.154,1,6,0.500,-0.022,3.226
57.703,GUIDING_DOG,-5.001,-4.203,19.153,1,6,0.500,-0.027,3.211
57.803,GUIDING_DOG,-5.002,-4.187,19.152,1,6,0.500,-0.030,3.203
57.903,GUIDING_DOG,-5.003,-4.170,19.152,1,6,0.500,-0.040,3.187
58.003,GUIDING_DOG,-5.003,-4.162,19.151,1,6,0.500,-0.044,3.170
58.104,GUIDING_DOG,-5.004,-4.145,19.150,1,6,0.500,-0.044,3.162
58.203,GUIDING_DOG,-5.004,-4.136,19.150,1,6,0.500,-0.040,3.145
58.303,GUIDING_DOG,-5.005,-4.118,19.149,1,6,0.500,-0.038,3.136
58.403,GUIDING_DOG,-5.006,-4.098,19.148,1,6,0.500,-0.035,3.118
58.503,GUIDING_DOG,-5.007,-4.089,19.148,1,6,0.500,-0.034,3.098
58.603,GUIDING_DOG,-5.008,-4.068,19.147,1,6,0.500,-0.035,3.089
58.703,GUIDING_DOG,-5.008,-4.059,19.147,1,6,0.500,-0.039,3.068
58.803,GUIDING_DOG,-5.009,-4.040,19.146,1,6,0.500,-0.041,3.059
58.903,GUIDING_DOG,-5.010,-4.022,19.145,1,6,0.500,-0.046,3.040
59.003,GUIDING_DOG,-5.011,-4.013,19.145,1,6,0.500,-0.048,3.022
59.103,GUIDING_DOG,-5.013,-3.994,19.144,1,6,0.500,-0.049,3.013
59.203,GUIDING_DOG,-5.015,-3.984,19.143,1,6,0.500,-0.050,2.994
59.303,GUIDING_DOG,-5.017,-3.965,19.143,1,6,0.500,-0.050,2.984
59.405,GUIDING_DOG,-5.019,-3.947,19.142,1,6,0.500,-0.049,2.965
59.503,GUIDING_DOG,-5.019,-3.938,19.141,1,6,0.500,-0.046,2.947
59.603,GUIDING_DOG,-5.020,-3.920,19.141,1,6,0.500,-0.043,2.938
59.703,GUIDING_DOG,-5.021,-3.901,19.140,1,6,0.500,-0.037,2.920
59.803,GUIDING_DOG,-5.020,-3.892,19.139,1,6,0.500,-0.029,2.901
59.903,GUIDING_DOG,-5.020,-3.874,19.139,1,6,0.500,-0.025,2.892
60.003,GUIDING_DOG,-5.019,-3.857,19.138,1,6,0.500,-0.017,2.874
60.103,GUIDING_DOG,-5.018,-3.849,19.137,1,6,0.500,-0.012,2.857
60.203,GUIDING_DOG,-5.018,-3.834,19.137,1,6,0.500,-0.010,2.849
60.303,GUIDING_DOG,-5.018,-3.826,19.136,1,6,0.500,-0.006,2.834
60.403,GUIDING_DOG,-5.018,-3.811,19.136,1,6,0.500,-0.004,2.826
60.503,GUIDING_DOG,-5.019,-3.797,19.135,1,6,0.500,-0.001,2.811
60.603,GUIDING_DOG,-5.019,-3.790,19.134,1,6,0.500,0.001,2.797
60.703,GUIDING_DOG,-5.020,-3.776,19.134,1,6,0.500,0.003,2.790
60.803,GUIDING_DOG,-5.019,-3.762,19.133,1,6,0.500,0.011,2.776
60.903,GUIDING_DOG,-5.018,-3.754,19.133,1,6,0.500,0.014,2.762
61.003,GUIDING_DOG,-5.016,-3.739,19.132,1,6,0.500,0.009,2.754
61.103,GUIDING_DOG,-5.016,-3.730,19.132,1,6,0.500,0.004,2.739
61.203,GUIDING_DOG,-5.016,-3.711,19.131,1,6,0.500,0.003,2.730
61.303,GUIDING_DOG,-5.016,-3.701,19.130,1,6,0.500,-0.001,2.711
61.403,GUIDING_DOG,-5.017,-3.680,19.130,1,6,0.500,-0.003,2.701
61.503,GUIDING_DOG,-5.019,-3.661,19.129,1,6,0.500,-0.010,2.680
61.603,GUIDING_DOG,-5.019,-3.652,19.129,1,6,0.500,-0.017,2.661
61.703,GUIDING_DOG,-5.020,-3.633,19.128,1,6,0.500,-0.019,2.652
61.803,GUIDING_DOG,-5.021,-3.623,19.128,1,6,0.500,-0.018,2.633
61.903,GUIDING_DOG,-5.021,-3.603,19.127,1,6,0.500,-0.018,2.624
62.003,GUIDING_DOG,-5.021,-3.583,19.126,1,6,0.500,-0.018,2.603
62.103,GUIDING_DOG,-5.021,-3.573,19.126,1,6,0.500,-0.020,2.583
62.203,GUIDING_DOG,-5.020,-3.554,19.125,1,6,0.500,-0.020,2.573
62.303,GUIDING_DOG,-5.020,-3.535,19.125,1,6,0.500,-0.022,2.554
62.406,GUIDING_DOG,-5.021,-3.525,19.124,1,6,0.500,-0.023,2.535
62.503,GUIDING_DOG,-5.022,-3.505,19.123,1,6,0.500,-0.024,2.525
62.603,GUIDING_DOG,-5.023,-3.495,19.123,1,6,0.500,-0.028,2.505
62.703,GUIDING_DOG,-5.024,-3.477,19.122,1,6,0.500,-0.029,2.496
62.803,GUIDING_DOG,-5.025,-3.459,19.122,1,6,0.500,-0.031,2.477
62.903,GUIDING_DOG,-5.026,-3.450,19.121,1,6,0.500,-0.027,2.459
63.003,GUIDING_DOG,-5.025,-3.432,19.121,1,6,0.500,-0.023,2.450
63.103,GUIDING_DOG,-5.025,-3.423,19.120,1,6,0.500,-0.013,2.432
63.203,GUIDING_DOG,-5.023,-3.406,19.120,1,6,0.500,-0.008,2.424
63.303,GUIDING_DOG,-5.022,-3.397,19.119,1,6,0.500,0.001,2.406
63.403,GUIDING_DOG,-5.020,-3.380,19.119,1,6,0.500,0.003,2.397
63.504,GUIDING_DOG,-5.019,-3.363,19.118,1,6,0.500,0.004,2.380
63.603,GUIDING_DOG,-5.019,-3.355,19.118,1,6,0.500,0.003,2.363
63.703,GUIDING_DOG,-5.019,-3.339,19.117,1,6,0.500,0.000,2.355
63.803,GUIDING_DOG,-5.021,-3.324,19.116,1,6,0.500,-0.005,2.339
63.903,GUIDING_DOG,-5.022,-3.316,19.116,1,6,0.500,-0.013,2.324
64.004,GUIDING_DOG,-5.024,-3.299,19.115,1,6,0.500,-0.018,2.316
64.103,GUIDING_DOG,-5.024,-3.290,19.115,1,6,0.500,-0.022,2.299
64.203,GUIDING_DOG,-5.022,-3.271,19.114,1,6,0.500,-0.026,2.290
64.303,GUIDING_DOG,-5.021,-3.261,19.114,1,6,0.500,-0.031,2.271
64.403,GUIDING_DOG,-5.020,-3.243,19.113,1,6,0.500,-0.036,2.262
64.503,GUIDING_DOG,-5.019,-3.223,19.113,1,6,0.500,-0.040,2.243
64.603,GUIDING_DOG,-5.019,-3.213,19.113,1,6,0.500,-0.042,2.223
64.703,GUIDING_DOG,-5.019,-3.191,19.112,1,6,0.500,-0.043,2.213
64.803,GUIDING_DOG,-5.020,-3.168,19.111,1,6,0.500,-0.044,2.191
64.903,GUIDING_DOG,-5.021,-3.157,19.111,1,6,0.500,-0.047,2.168
65.003,GUIDING_DOG,-5.021,-3.136,19.110,1,6,0.500,-0.049,2.157
65.103,GUIDING_DOG,-5.022,-3.126,19.110,1,6,0.500,-0.050,2.136
65.203,GUIDING_DOG,-5.022,-3.106,19.109,1,6,0.500,-0.049,2.126
65.303,GUIDING_DOG,-5.022,-3.087,19.109,1,6,0.500,-0.046,2.107
65.404,GUIDING_DOG,-5.021,-3.077,19.109,1,6,0.500,-0.039,2.087
65.503,GUIDING_DOG,-5.020,-3.058,19.108,1,6,0.500,-0.036,2.077
65.603,GUIDING_DOG,-5.020,-3.049,19.108,1,6,0.500,-0.029,2.058
65.703,GUIDING_DOG,-5.019,-3.031,19.107,1,6,0.500,-0.026,2.049
65.803,GUIDING_DOG,-5.018,-3.013,19.106,1,6,0.500,-0.023,2.031
65.903,GUIDING_DOG,-5.018,-3.005,19.106,1,6,0.500,-0.020,2.014
66.003,GUIDING_DOG,-5.018,-2.988,19.106,1,6,0.500,-0.021,2.005
66.103,GUIDING_DOG,-5.017,-2.971,19.105,1,6,0.500,-0.019,1.988
66.203,GUIDING_DOG,-5.017,-2.963,19.105,1,6,0.500,-0.012,1.971
66.303,GUIDING_DOG,-5.015,-2.946,19.104,1,6,0.500,-0.006,1.963
66.403,GUIDING_DOG,-5.014,-2.937,19.104,1,6,0.500,0.004,1.946
66.503,GUIDING_DOG,-5.010,-2.919,19.103,1,6,0.500,0.009,1.937
66.603,GUIDING_DOG,-5.008,-2.910,19.103,1,6,0.500,0.011,1.919
66.703,GUIDING_DOG,-5.004,-2.894,19.102,1,6,0.500,0.010,1.910
66.803,GUIDING_DOG,-5.002,-2.877,19.102,1,6,0.500,0.006,1.894
66.903,GUIDING_DOG,-5.001,-2.869,19.102,1,6,0.500,0.000,1.877
67.003,GUIDING_DOG,-5.001,-2.852,19.101,1,6,0.500,-0.001,1.869
67.103,GUIDING_DOG,-5.000,-2.843,19.101,1,6,0.500,-0.003,1.852
67.203,GUIDING_DOG,-4.999,-2.824,19.100,1,6,0.500,-0.002,1.843
67.303,GUIDING_DOG,-4.997,-2.804,19.100,1,6,0.500,-0.002,1.824
67.403,GUIDING_DOG,-4.996,-2.795,19.099,1,6,0.500,-0.003,1.804
67.503,GUIDING_DOG,-4.995,-2.776,19.099,1,6,0.500,-0.003,1.795
67.603,GUIDING_DOG,-4.994,-2.767,19.099,1,6,0.500,-0.007,1.776
67.703,GUIDING_DOG,-4.994,-2.748,19.098,1,6,0.500,-0.009,1.767
67.803,GUIDING_DOG,-4.994,-2.729,19.097,1,6,0.500,-0.014,1.748
67.903,GUIDING_DOG,-4.994,-2.720,19.097,1,6,0.500,-0.015,1.729
68.003,GUIDING_DOG,-4.993,-2.703,19.097,1,6,0.500,-0.013,1.720
68.103,GUIDING_DOG,-4.993,-2.695,19.096,1,6,0.500,-0.008,1.703
68.203,GUIDING_DOG,-4.991,-2.678,19.096,1,6,0.500,-0.005,1.695
68.303,GUIDING_DOG,-4.990,-2.670,19.096,1,6,0.500,0.002,1.678
68.403,GUIDING_DOG,-4.989,-2.653,19.095,1,6,0.500,0.006,1.670
68.503,GUIDING_DOG,-4.988,-2.637,19.095,1,6,0.500,0.008,1.653
68.603,GUIDING_DOG,-4.988,-2.629,19.094,1,6,0.500,0.002,1.637
68.705,GUIDING_DOG,-4.990,-2.613,19.094,1,6,0.500,-0.004,1.630
68.803,GUIDING_DOG,-4.990,-2.605,19.093,1,6,0.500,-0.010,1.613
68.903,GUIDING_DOG,-4.991,-2.586,19.093,1,6,0.500,-0.011,1.605
69.003,GUIDING_DOG,-4.990,-2.576,19.093,1,6,0.500,-0.014,1.586
69.103,GUIDING_DOG,-4.989,-2.556,19.092,1,6,0.500,-0.015,1.576
69.203,GUIDING_DOG,-4.988,-2.546,19.092,1,6,0.500,-0.018,1.556
69.303,GUIDING_DOG,-4.987,-2.527,19.091,1,6,0.500,-0.019,1.546
69.403,GUIDING_DOG,-4.987,-2.508,19.091,1,6,0.500,-0.026,1.527
69.503,GUIDING_DOG,-4.987,-2.497,19.091,1,6,0.500,-0.030,1.508
69.603,GUIDING_DOG,-4.988,-2.475,19.090,1,6,0.500,-0.031,1.497
69.703,GUIDING_DOG,-4.989,-2.464,19.090,1,6,0.500,-0.031,1.475
69.803,GUIDING_DOG,-4.990,-2.443,19.089,1,6,0.500,-0.031,1.464
69.903,GUIDING_DOG,-4.990,-2.433,19.089,1,6,0.500,-0.033,1.443
70.003,GUIDING_DOG,-4.991,-2.413,19.089,1,6,0.500,-0.032,1.433
70.103,GUIDING_DOG,-4.991,-2.403,19.088,1,6,0.500,-0.029,1.413
70.203,GUIDING_DOG,-4.990,-2.384,19.088,1,6,0.500,-0.027,1.403
70.303,GUIDING_DOG,-4.990,-2.374,19.088,1,6,0.500,-0.022,1.384
70.403,GUIDING_DOG,-4.989,-2.356,19.087,1,6,0.500,-0.019,1.374
70.503,GUIDING_DOG,-4.988,-2.338,19.087,1,6,0.500,-0.013,1.356
70.603,GUIDING_DOG,-4.988,-2.329,19.087,1,6,0.500,-0.008,1.338
70.703,GUIDING_DOG,-4.987,-2.311,19.086,1,6,0.500,-0.007,1.329
